conversation_id_str,full_text_comments,full_text_comments_preprocessed
2.0079968040891845e+18,@dinopattidjalal @Kemlu_RI @Menlu_RI Payah banget.Apalagi yg udh jelas melanggar kedaulatan negara lain dan hukum internasional. Berani dong kaya https://t.co/o5WckoLKMk,dinopattidjalal kemlu_ri menlu_ri payah udh melanggar kedaulatan negara hukum internasional berani kaya
2.0079968040891845e+18,@dinopattidjalal @Kemlu_RI @Menlu_RI sibuk gerilya dari partai ke partai untuk meloloskan pilkada tanpa suara rakyat ini sama saja dengan menculik kedaulatan rakyat,dinopattidjalal kemlu_ri menlu_ri sibuk gerilya partai partai meloloskan pilkada suara rakyat menculik kedaulatan rakyat
2.0079968040891845e+18,@dinopattidjalal @Kemlu_RI @Menlu_RI Iya yah padahal pak Prabowo paling suka ngomong kedaulatan di tiap pidatonya,dinopattidjalal kemlu_ri menlu_ri iya yah prabowo ngomong kedaulatan pidatonya
2.0079968040891845e+18,@dinopattidjalal @Kemlu_RI @Menlu_RI Heran.. sama orang yg jelas2 merampok kedaulatan negara lain kok masih disuruh dialog. KITA BANGSA BESAAAAAAARRR ,dinopattidjalal kemlu_ri menlu_ri heran merampok kedaulatan negara disuruh dialog bangsa besaaaaaaarrr
2.0079133233132047e+18,@RagilSemar Menlu paling pendiam sepanjang zaman,ragilsemar menlu pendiam zaman
2.0079133233132047e+18,"@RagilSemar Pintar saja tidak cukup, pengalaman diplomat itu yg akan mengasah kepekaan dan kewibawaan, negara ini tdak bisa di urus sprt perusahaan. Sebaiknya presiden @prabowo menganti menlu dgn diplomat senior di kemlu.",ragilsemar pintar tidak pengalaman diplomat mengasah kepekaan kewibawaan negara tdak urus sprt perusahaan presiden prabowo menganti menlu dgn diplomat senior kemlu
2.0079133233132047e+18,@RagilSemar Apakah dia cuma dpt jabatan give away dari prabowo? Kayak org yg ga paham pekerjaannya sendiri. Ga ada kontribusinya,ragilsemar dpt jabatan give away prabowo kayak org paham pekerjaannya kontribusinya
2.0079133233132047e+18,"@RagilSemar Untuk urusan global posisi Menlu terlemah diantara daftar Menlu 
Untuk urusan domestik jg lemah
krn kabinet harus ada 3 Menteri senior yaitu Menhan,Mendagri,Menlu krn jika Presiden n Wapres berhalangan tetap maka mrk bertiga yg memimpin Negara ini sampai ada Presiden",ragilsemar urusan global posisi menlu terlemah daftar menlu urusan domestik lemah krn kabinet menteri senior menhan mendagri menlu krn presiden wapres berhalangan mrk bertiga memimpin negara presiden
2.0079133233132047e+18,@RagilSemar Pantesnya dia jadi Guru Les bahasa Inggris 😁😁😁😁😁😁😁 kejauhan banget kalo jadi menlu,ragilsemar pantesnya guru les bahasa inggris kejauhan menlu
2.0079133233132047e+18,"@RagilSemar Andai Pak Dino atau Bu Retno yang jadi Menlu, mungkin lebih baik kali ya. Kapan nih kabinet reshuffle lagi? Ganti menlunya kek",ragilsemar andai dino retno menlu kali kabinet reshuffle ganti menlunya kek
2.0079133233132047e+18,@RagilSemar Nol pengalaman dibidang diplomasi bahkan bukan seorg diplomat tbtb jd menlu kan HAH???,ragilsemar nol pengalaman dibidang diplomasi bukan seorg diplomat tbtb menlu hah
2.0079133233132047e+18,"@RagilSemar Apa yg bisa di harapkan kpd orang"" yg dapat jabatan karena rasa pertemanan oleh pemimpin yg suka curhat di tiap pidato pidato nya😁",ragilsemar harapkan kpd jabatan pertemanan pemimpin curhat pidato pidato
2.0079133233132047e+18,@RagilSemar Menlu terburuk sepanjang sejarah republik,ragilsemar menlu terburuk sejarah republik
2.0079133233132047e+18,"@RagilSemar Naskahnya masih di susun,buat klarifikasi . seperti yang sudah2 serba telat dan baru beri klarifikasi.",ragilsemar naskahnya susun klarifikasi serba telat klarifikasi
2.0079133233132047e+18,@RagilSemar @Gunawan75_ Ga komen akh. Nanti kena delik menghina pejabat negara. Saat ini mending diam.,ragilsemar gunawan_ komen akh kena delik menghina pejabat negara mending diam
2.0079133233132047e+18,@RagilSemar Ojo dibanding banding ke nooo,ragilsemar ojo dibanding banding nooo
2.0079133233132047e+18,"@RagilSemar Mungkin menlu yg skrg itu INTROVERT dan PEMALU... jadi takut kalo sekali tampil bakal MALU2IN🤭.... saking kosongnya,bingung doi mau ngapain😁😂",ragilsemar menlu skrg introvert pemalu takut tampil maluin saking kosongnya bingung doi ngapain
2.0079133233132047e+18,@RagilSemar Menlu bersama menhan dan mendagri adalah pengganti ketika presiden dan wakil presiden tidak dapat menjalankan tugas pemerintahan,ragilsemar menlu menhan mendagri pengganti presiden wakil presiden tidak menjalankan tugas pemerintahan
2.0079133233132047e+18,@RagilSemar Namanya jg bocil,ragilsemar namanya bocil
2.0079133233132047e+18,@RagilSemar Eh serius ini presiden apa menlu belum ada pernyataan apapun gitu? Chill sekali,ragilsemar serius presiden menlu belum pernyataan apapun chill
2.0079133233132047e+18,"@RagilSemar Jangankan ngangkat mentri yg masih bau kencur, lha wong pilih wapresnya aja yg masih bocil...",ragilsemar ngangkat mentri bau kencur lha pilih wapresnya bocil
2.0079133233132047e+18,"@RagilSemar Keknya pejabrut indon perlu belajar, gk semua posisi kementrian bisa dijadikan bancakan bagi-bagi jabatan wkwkkw",ragilsemar keknya pejabrut indon belajar posisi kementrian dijadikan bancakan jabatan wkwkkw
2.0079133233132047e+18,@RagilSemar Ini siapa lihat mukanya aja udh g match ama bidangnya,ragilsemar lihat mukanya udh match ama bidangnya
2.0079133233132047e+18,"@RagilSemar sejak jadi menlu baru tau orang ini,
sebelumnya tidak kenal sama sekali,
lebih kenal Natalius Pigai.",ragilsemar menlu tidak kenal kenal natalius pigai
2.0079133233132047e+18,@RagilSemar Kompetensi yg hilang,ragilsemar kompetensi hilang
2.0079133233132047e+18,"@RagilSemar Retno Marsudi termasuk menlu terbaik, setara dgn menlu² dizaman Pak Harto dulu. Wanita pemberani dan cukup garang.👍",ragilsemar retno marsudi menlu terbaik setara dgn menlu dizaman harto wanita pemberani garang
2.0079133233132047e+18,"@RagilSemar Menlu ini dlm posisi learning by doing l

Namun learning nya jgn pake lamma

Learning dlm artian adaptasi lalu gasss Pollll",ragilsemar menlu dlm posisi learning doing learning jgn pake lamma learning dlm artian adaptasi gasss pollll
2.0079133233132047e+18,"@RagilSemar Cupu tapi bisa jadi menlu, gak tau lagi deh si macan asia ngelihatnya dari sudut pandang mana.",ragilsemar cupu menlu gak macan asia ngelihatnya sudut pandang
2.0079133233132047e+18,@RagilSemar Jokowi bukan presiden terbaik tapi dia punya menlu terbaik retno marsudi,ragilsemar jokowi bukan presiden terbaik menlu terbaik retno marsudi
2.0079133233132047e+18,@RagilSemar Hasil dari bagi bagi jabatan ya gini orng gak kompeten disuruh jadi menteri,ragilsemar hasil jabatan gini orng gak kompeten disuruh menteri
2.0079133233132047e+18,@RagilSemar Istilah anak ideologis itu lumayan cringe dengernya dan membandingkan fakta dilapangan..,ragilsemar istilah anak ideologis lumayan cringe dengernya membandingkan fakta dilapangan
2.0079133233132047e+18,@RagilSemar Kyk Kodok Dalam Tempurung,ragilsemar kyk kodok tempurung
2.0079133233132047e+18,"@RagilSemar Yakin? Menteri Karbitan gini mau dbandingin ama Bu Retno yg sepak terjangnya didunia diplomasi luar pun ngakuin,,, 

Gak level lahhhhh,,,",ragilsemar menteri karbitan gini dbandingin ama retno sepak terjangnya didunia diplomasi ngakuin gak level lahhhhh
2.0079133233132047e+18,@RagilSemar Bebannya terlalu berat,ragilsemar bebannya berat
2.0079133233132047e+18,"@RagilSemar Gak ada apa²nya, hanya sejumput pengecut",ragilsemar gak sejumput pengecut
2.0079133233132047e+18,@RagilSemar Ssttt...lagi sibuk ngurusin PILKADA. Gak level mikiran issu global,ragilsemar ssttt sibuk ngurusin pilkada gak level mikiran issu global
2.0079133233132047e+18,@RagilSemar cukup dengan kt.kerja;  memantau situasi diplomasi Venezuela?,ragilsemar kerja memantau situasi diplomasi venezuela
2.0079133233132047e+18,@RagilSemar Jauh panggang dari api.,ragilsemar panggang api
2.0079133233132047e+18,@RagilSemar Kaget bgt akhirnya kita punya menlu yg punya IQ dibawah 100,ragilsemar kaget bgt menlu dibawah
2.0079133233132047e+18,@RagilSemar Bukan salah @Menlu_RI nya sih menurutku .... Kekeliruan ada pada yg ngasih tugas ....,ragilsemar bukan salah menlu_ri menurutku kekeliruan ngasih tugas
2.0079133233132047e+18,"@RagilSemar Sugiono masih mentah tdk pengalaman dipaksakan dijadikan Menlu banyak urusan LN 
Ditekel pak Prabowo",ragilsemar sugiono mentah tdk pengalaman dipaksakan dijadikan menlu urusan ditekel prabowo
2.0079133233132047e+18,@RagilSemar Menteri dengan kompetensi dan kenerja yg tidak jelas pada jabatanya.,ragilsemar menteri kompetensi kenerja tidak jabatanya
2.0079133233132047e+18,@RagilSemar yaaaa jauhlah...retno marsudi diplomat hebat......,ragilsemar yaaaa jauhlah retno marsudi diplomat hebat
2.0079133233132047e+18,"@RagilSemar Anak sekecil itu jangan disuruh mengelola urusan Luar Negeri, ranah itu tidak cukup hanya dengan kemampuan berbahasa asing semata.",ragilsemar anak jangan disuruh mengelola urusan negeri ranah tidak kemampuan berbahasa asing
2.0079133233132047e+18,"@RagilSemar tergantung siapa yg pegang remote nya, robot mah ikut aja",ragilsemar tergantung pegang remote robot
2.0079133233132047e+18,"@RagilSemar Menlu @Menlu_RI sekarang auranya gelap, tidak punya kompetensi tentang hubungan internasional. Udah itu aja. Males komen banyak.",ragilsemar menlu menlu_ri auranya gelap tidak kompetensi hubungan internasional males komen
2.0079133233132047e+18,@RagilSemar Mantan kopsus.. Cocoknya  di papua,ragilsemar mantan kopsus cocoknya papua
2.0079133233132047e+18,"@RagilSemar Waduh, anak biasa kongkow di meja makan disuruh ngurus diplomasi",ragilsemar anak kongkow meja makan disuruh ngurus diplomasi
2.0079133233132047e+18,@RagilSemar Mukanya kyk org bangun tidur… 🤮🤮🤮,ragilsemar mukanya kyk org bangun tidur
2.0079133233132047e+18,"@RagilSemar Kalau menterinya prabowo kualitasnya 11/12 bung, umumnya under performance alias minus kecuali mungkin pak purbaya",ragilsemar menterinya prabowo kualitasnya under performance alias minus purbaya
2.0079133233132047e+18,@RagilSemar Gw br tau kt punya menlu..kirain abis bu retno udeh dibubarin,ragilsemar menlu kirain abis retno udeh dibubarin
2.0079133233132047e+18,@RagilSemar Nyalon ketua karang taruna juga kemungkinan menang teramat tipis,ragilsemar nyalon ketua karang taruna menang teramat tipis
2.0079133233132047e+18,@RagilSemar Gak pernah ngerti mentri ini berbicara di media atau forum2 insternasional,ragilsemar gak ngerti mentri berbicara media forum insternasional
2.0079133233132047e+18,@RagilSemar Kira2 bisa berbahasa inggris gak ya,ragilsemar berbahasa inggris gak
2.0079133233132047e+18,"@RagilSemar Ini menteri banyak gayanya saja, sangat tdk kompeten, mantan tni.",ragilsemar menteri gayanya tdk kompeten mantan tni
2.0079133233132047e+18,@RagilSemar Oo ini menlu nya ya?. . . Kirain ajudan,ragilsemar menlu kirain ajudan
2.0079133233132047e+18,@RagilSemar Level nya emang cuma se level kakek sugiono..,ragilsemar level emang level kakek sugiono
2.0079133233132047e+18,@RagilSemar Paling juga ngg bisa bahasa enggres,ragilsemar ngg bahasa enggres
2.0079133233132047e+18,@RagilSemar Yang katany lulusan luar negeri..menguasai 8bahasa mancanegara bukan siih,ragilsemar katany lulusan negeri menguasai bahasa mancanegara bukan siih
2.0079133233132047e+18,"@RagilSemar ...lol, anak yesterday afternoon/kmaren sore magang jadi mentri, apprentices on the job training minister, kaco balo nkri kita rek, nauzubiLlah...",ragilsemar lol anak yesterday afternoon kmaren sore magang mentri apprentices the job training minister kaco balo nkri rek nauzubillah
2.0079133233132047e+18,"@RagilSemar Apa sekarang negara kita punya menlu..?
Siapa ?.
Di mana...?",ragilsemar negara menlu
2.0079133233132047e+18,"@RagilSemar Cukup Baik, Bagus, agak smart dan lmayan memuaskan......,
untuk ukuran pelawak ya........",ragilsemar bagus smart lmayan memuaskan ukuran pelawak
2.0079133233132047e+18,"@RagilSemar Bukan Menlu kalau nyambi jadi Sekjen Partai, itu namanya part timer !",ragilsemar bukan menlu nyambi sekjen partai namanya part timer
2.0079133233132047e+18,@RagilSemar Lahhh level dia jauh dibawah marty natalegawa,ragilsemar lahhh level dibawah marty natalegawa
2.0079133233132047e+18,@RagilSemar Lah wong mmg ngga punya kompetensi.. satu2nya kompetensi adalah menjilat junjungan.. sekali lagi membuktikan bhw usia muda bukan mrpkan jaminan bahwa seseorang akan jd pemimpin yg baik dan benar..,ragilsemar mmg ngga kompetensi satunya kompetensi menjilat junjungan membuktikan bhw usia muda bukan mrpkan jaminan pemimpin
2.0079133233132047e+18,@RagilSemar anak praktek kerja lapangan jgn di banding sama bu retno,ragilsemar anak praktek kerja lapangan jgn banding retno
2.0079133233132047e+18,@RagilSemar Yang ng angkat dia jadi menteri yg harus dipertanyakan,ragilsemar angkat menteri
2.0079133233132047e+18,@RagilSemar Ama mbak reno masih jauhhhhh aoagi syaril 🤣😂 da2 jaa,ragilsemar ama mbak reno jauhhhhh aoagi syaril jaa
2.0079133233132047e+18,"@RagilSemar Akan terlihat kok, mana emas mana tembaga. 
Akan ditampakkan pula, mana diplomat asli mana diplomat asal jadi.",ragilsemar emas tembaga ditampakkan diplomat asli diplomat
2.0079133233132047e+18,"@RagilSemar Bisa bahasa inggris bukan alasan sebagai MENLU,  sebaiknya untuk  MENLU adalah Diplomat karier orang yg sejak masuk Pegawai di  KEMENLU.",ragilsemar bahasa inggris bukan alasan menlu menlu diplomat karier masuk pegawai kemenlu
2.0079133233132047e+18,@RagilSemar https://t.co/PqWDG7Ctbb,ragilsemar
2.0079133233132047e+18,"@RagilSemar Yujiem, Unpad, UI itu gudangnya calon2 diplomat yg mumpuni... Jgn cari lewat jalur partai politik",ragilsemar yujiem unpad gudangnya calon diplomat mumpuni jgn cari jalur partai politik
2.0079133233132047e+18,"@RagilSemar Bu Retno itu diplomat karier..
Juga pak Ali Alatas..
Atau pak Marty Natalegawa..",ragilsemar retno diplomat karier ali alatas marty natalegawa
2.0079133233132047e+18,@RagilSemar di Republik fufufafa mana ada yg bisa kerja..,ragilsemar republik fufufafa kerja
2.0079133233132047e+18,@RagilSemar Bandinginnya lebih cocok sama Alwi Shihab karena sama-sama non internal Kemlu,ragilsemar bandinginnya cocok alwi shihab non internal kemlu
2.0079133233132047e+18,"@RagilSemar Membagongkan,..awas pendukung garis keras Teddy marah"" kalau clanya dihujat..wkwwk",ragilsemar membagongkan awas pendukung garis keras teddy marah clanya dihujat wkwwk
2.0079133233132047e+18,@RagilSemar Dia malah sibuk ngurus pilkada,ragilsemar sibuk ngurus pilkada
2.0079133233132047e+18,@RagilSemar lbh cocok jaga counter pulsa,ragilsemar lbh cocok jaga counter pulsa
2.0079133233132047e+18,"@RagilSemar @ethadisaputra Indonesia keliatan sibuk kanan &amp; kiri, tapi tidak ada apa apanya ( nol besar)",ragilsemar ethadisaputra indonesia keliatan sibuk kanan amp kiri tidak apanya nol
2.0079133233132047e+18,@RagilSemar Saya amati muka nya seperti bersaudara sama nusron wahid,ragilsemar amati muka bersaudara nusron wahid
2.0079133233132047e+18,"@RagilSemar Ini mah pupuk/anak bawang dalam diplomasi LN gong
Cuma dibesar besarkan oleh pengembira",ragilsemar pupuk anak bawang diplomasi gong dibesar besarkan pengembira
2.0079133233132047e+18,@RagilSemar MenLu yang ini bukan Menteri Luar Negeri.. tapi lebih tepatnya Menteri Lunak (MenLu = Menteri Lunak)...,ragilsemar menlu bukan menteri negeri tepatnya menteri lunak menlu menteri lunak
2.0079133233132047e+18,"@RagilSemar Apalagi kl dibandingkan dg Ali Alatas (alm), diplomat kawakan. 
Dia masih perlu magang kayaknya",ragilsemar dibandingkan ali alatas alm diplomat kawakan magang kayaknya
2.0079133233132047e+18,"@RagilSemar Ni orang gaada kapabilitas dan skill sama sekali. Masa iya sekelas jabatan menlu diisi oleh orang yang perannya hanya sekedar ""pengisi jabatan"" saja. We're cooked",ragilsemar gaada kapabilitas skill iya sekelas jabatan menlu diisi perannya sekedar pengisi jabatan cooked
2.0079133233132047e+18,"@RagilSemar Kabinet ini kabinet ZONK, mentri²nya nggak ada yg bener..",ragilsemar kabinet kabinet zonk mentri bener
2.0079133233132047e+18,"@RagilSemar Gak punya wibawa blas,jngankan dluar negeri,dlm negeri sj bnyak yg mnyangsikan. Kalau cuma modal bhsa asing doang mah ank sd jg bnyak yg lbih fasih",ragilsemar gak wibawa blas jngankan dluar negeri dlm negeri bnyak mnyangsikan modal bhsa asing doang ank bnyak lbih fasih
2.0079133233132047e+18,"@RagilSemar Masih ingusan, serius..!!!
Tapi ORA umbelen Lo, kan ORA pilek",ragilsemar ingusan serius ora umbelen ora pilek
2.0079133233132047e+18,@RagilSemar Jgn bandingin pejabat hasil meritokrasi dg pejabat hasil KKN doang...,ragilsemar jgn bandingin pejabat hasil meritokrasi pejabat hasil kkn doang
2.0079133233132047e+18,@RagilSemar Apa kinerja Kemenlu paling gagal dlm sejarah bangsa ini,ragilsemar kinerja kemenlu gagal dlm sejarah bangsa
2.0079133233132047e+18,"@RagilSemar @Daeng_LeoMks Yg bersangkutan dg yg terdahulu ibarat roda kendaraan depan &amp; belakang, gak akan pernah sejajar 😂😂",ragilsemar daeng_leomks bersangkutan roda kendaraan amp gak sejajar
2.0079133233132047e+18,@RagilSemar Apa yg mau di amati lah wong gak keliatan,ragilsemar amati gak keliatan
2.0079133233132047e+18,@RagilSemar Kedekatan tanpa kompetensi...itulah kelompok badut obesitas,ragilsemar kedekatan kompetensi kelompok badut obesitas
2.0079133233132047e+18,@RagilSemar #rinduPemikiranJamankemerdekaan,ragilsemar rindupemikiranjamankemerdekaan
2.0079133233132047e+18,@RagilSemar Kita sekarang ini seperti tidak memiliki menlu,ragilsemar tidak memiliki menlu
2.0079133233132047e+18,@RagilSemar Cocok nya jadi kades Hambalang aja ketimbang jd menlu...,ragilsemar cocok kades hambalang ketimbang menlu
2.0079133233132047e+18,"@RagilSemar Emang salah dari awal, orang karirnya udah mateng di Japan kok ditarik pulang 😬😬😬",ragilsemar emang salah karirnya mateng japan ditarik pulang
2.0079133233132047e+18,@RagilSemar modal bisa 5 bahasa daerah jd menlu,ragilsemar modal bahasa daerah menlu
2.0079133233132047e+18,"@RagilSemar Ibarat driver, disuru presiden nyetir mobil bmw, padahal si driver gak bisa bawa mobil/nyetir 😂",ragilsemar driver disuru presiden nyetir mobil bmw driver gak bawa mobil nyetir
2.0079133233132047e+18,@RagilSemar Ibarat pisang mateng karena di karbit rasanya gak enak 😀,ragilsemar pisang mateng karbit gak enak
2.0079133233132047e+18,"@RagilSemar Menlu sudah seharusnya diganti, jabatan jangan diberikan hanya karena kedekatan",ragilsemar menlu diganti jabatan jangan kedekatan
2.0079133233132047e+18,@RagilSemar Pak Marty Natalegawa donk yg paten,ragilsemar marty natalegawa donk paten
2.0079133233132047e+18,"@RagilSemar Bisa joget doang, urusan LN gatau apa”",ragilsemar joget doang urusan gatau
2.0079133233132047e+18,@RagilSemar @Rahadi240987455 Doi emang pendiam ... eh pemalu ...,ragilsemar rahadi doi emang pendiam pemalu
2.0079133233132047e+18,"@RagilSemar Tukang ramal bilang akan ada menteri diganti krn kurang kompeten; laki2, berkacamata, rambut tipis (mirip cepak), tinggi badan kurang dari 170cm.",ragilsemar tukang ramal bilang menteri diganti krn kompeten laki berkacamata rambut tipis cepak badan
2.0079133233132047e+18,@RagilSemar Mendingan RI gak punya Menlu kek gini,ragilsemar mendingan gak menlu kek gini
2.0079133233132047e+18,"@RagilSemar kirain kita gak punya Menlu 
ada to rupanya,sepi sepi aja soalnya terhadap isu dunia",ragilsemar kirain gak menlu sepi sepi isu dunia
2.0079133233132047e+18,@RagilSemar Anak kecil di kasih jabatan mentereng,ragilsemar anak kasih jabatan mentereng
2.0079133233132047e+18,@RagilSemar Harusnya ini orang jadi Wamen dulu lah atau staf ahli kek,ragilsemar wamen staf ahli kek
2.0079133233132047e+18,"@RagilSemar Bandingin sama bu Retno aja dulu, 11 dr 100 jg kyknya",ragilsemar bandingin retno kyknya
2.0079133233132047e+18,@RagilSemar Bagaimana punggung merindukan bulan,ragilsemar punggung merindukan
2.0079133233132047e+18,@RagilSemar Menlu ko malah sibuk urus pilkada tidak langsung/DPRD.,ragilsemar menlu sibuk urus pilkada tidak langsung dprd
2.0079133233132047e+18,@RagilSemar Muka KOSONGNYA naujubillah,ragilsemar muka kosongnya naujubillah
2.007998912121213e+18,@msaid_didu Meeoooonggg...meeooooonggg,msaid_didu meeoooonggg meeooooonggg
2.007998912121213e+18,@msaid_didu Sibuk ngurusin hal2 yg bikin beliau 'kaget',msaid_didu sibuk ngurusin bikin beliau kaget
2.007998912121213e+18,@msaid_didu wah bisa semua negara di ganggu trump,msaid_didu negara ganggu trump
2.007998912121213e+18,"@msaid_didu Kapan prabowo dan jokowi di tangkap ya sm AS ? 🤔
Ngarepdotcom",msaid_didu prabowo jokowi tangkap ngarepdotcom
2.007998912121213e+18,"@msaid_didu Pemerintah dan aparat RI tidak akan berani membuka konflik dg asing. Konflik hanya boleh dg rakyat. Jika tentaranya gak mau membuka konflik thd TKA ngehe, maka presidennya pun begitu. Gak akan berani membuka konflik thd presiden ngehe negara lain.",msaid_didu pemerintah aparat tidak berani membuka konflik asing konflik rakyat tentaranya gak membuka konflik thd tka ngehe presidennya gak berani membuka konflik thd presiden ngehe negara
2.007998912121213e+18,@msaid_didu Takut di culik juga,msaid_didu takut culik
2.007998912121213e+18,"@msaid_didu Lah kacungnya trump itu @prabowo , kena sanksi kemarin aja nyembah2, lagian Amerika udah menguasai Indonesia dari segitu sumber daya alam dan orangnya, jadi ya gitu, ingat kata pepatah : lebih enak melihara a****** daripada manusia, manusia mudah lupa tapi kalau a**** tidak 😌",msaid_didu kacungnya trump prabowo kena sanksi kemarin nyembah amerika menguasai indonesia segitu sumber daya alam orangnya pepatah enak melihara manusia manusia mudah lupa tidak
2.007998912121213e+18,"@msaid_didu Presiden Konoha bersuara lantang "" HIDUP JOKOWI "" 😭😭",msaid_didu presiden konoha bersuara lantang hidup jokowi
2.007998912121213e+18,"@msaid_didu Urusan culik menculik Trump ahlinya, ada tidak yg sama ???",msaid_didu urusan culik menculik trump ahlinya tidak
2.007998912121213e+18,@msaid_didu Kok saya mendengar kata menculik mengingatkan pada seseorang ? 🤡,msaid_didu mendengar menculik
2.007998912121213e+18,@msaid_didu Trump trrnyata anggota team mawar,msaid_didu trump trrnyata anggota team mawar
2.007998912121213e+18,"@msaid_didu kasih tahu trump , kirimkan pasukan deltanya, tangkap dan bawa wapres Indonesia kami ihlas.",msaid_didu kasih trump kirimkan pasukan deltanya tangkap bawa wapres indonesia ihlas
2.007998912121213e+18,@msaid_didu Masih sibuk mikirin sawit,msaid_didu sibuk mikirin sawit
2.007998912121213e+18,"@msaid_didu bermimpi pun jangan 
kalau kita mau mendengarkan ada pernyataan yg mengecam",msaid_didu bermimpi jangan mendengarkan pernyataan mengecam
2.007998912121213e+18,"@msaid_didu Harap maklum lah pak omon omon di dalam negri aja macan sudah jadi embe, seperti pendahulunya, cuma jago di dalam negri omon omon",msaid_didu harap maklum omon omon negri macan embe pendahulunya jago negri omon omon
2.007998912121213e+18,@msaid_didu Ayam sayur @prabowo,msaid_didu ayam sayur prabowo
2.007998912121213e+18,@msaid_didu Takut atuh kalau mengkritik paman mah. Bisa diculik juga.,msaid_didu takut atuh mengkritik paman diculik
2.007998912121213e+18,@msaid_didu Pmimpin konoha cuma berani sma rkyatnya,msaid_didu pmimpin konoha berani sma rkyatnya
2.007998912121213e+18,@msaid_didu Takut diculik juga kali Daeng,msaid_didu takut diculik kali daeng
2.007998912121213e+18,@msaid_didu 2029_Ganti Presiden aja lah. Yang bisa bener pilih kawan,msaid_didu _ganti presiden bener pilih kawan
2.007998912121213e+18,@msaid_didu Situ kangen diculik kong? 🤣🤣,msaid_didu situ kangen diculik kong
2.007998912121213e+18,@msaid_didu @anas_anakrantau Waduhhhh.... https://t.co/IjYwvqpu0Y,msaid_didu anas_anakrantau waduhhhh
2.007998912121213e+18,@msaid_didu Masa penculik mengecam penculikan???,msaid_didu penculik mengecam penculikan
2.007998912121213e+18,"@msaid_didu Heleeehh...gayamu dul, kl sm owi ngomong aja kasar...giliran sm owo kenapa sopan banget du...jdlh manusia merdeka dong, owo itu sangat layak dikritik bahkan lebih dr skadar kritik. Langsung aja bilang owo takut sm trump, saat ini diam saja??? Lngsung gitu...tp jangn lp tand tnya?",msaid_didu heleeehh gayamu dul owi ngomong kasar giliran owo sopan jdlh manusia merdeka owo layak dikritik skadar kritik langsung bilang owo takut trump diam lngsung jangn tand tnya
2.007998912121213e+18,@msaid_didu Wowo: Kita adalah bangsa yang besar,msaid_didu wowo bangsa
2.007998912121213e+18,@msaid_didu Paling ga tau beritanya pak,msaid_didu beritanya
2.007998912121213e+18,@msaid_didu Masih nuansa libur tahun baru,msaid_didu nuansa libur
2.007998912121213e+18,@msaid_didu Emang bangsa In******* beradab?,msaid_didu emang bangsa beradab
2.007998912121213e+18,@msaid_didu Tidak berani 😅,msaid_didu tidak berani
2.007998912121213e+18,@msaid_didu Beliau lagi masuk portal waktu ke tahun 2021 🗿,msaid_didu beliau masuk portal
2.007998912121213e+18,"@msaid_didu Presiden yg tak beradab akan diam, lebih penting sawit",msaid_didu presiden beradab diam sawit
2.007998912121213e+18,@msaid_didu Menculik? Kedengarannya tidak asing....na na na na,msaid_didu menculik kedengarannya tidak asing
2.007998912121213e+18,@msaid_didu Gak ush diharapkan pak.,msaid_didu gak ush diharapkan
2.007998912121213e+18,@msaid_didu Lagi nanya ke solo dulu pak.,msaid_didu nanya solo
2.007998912121213e+18,@msaid_didu Si paling ontak antek osang aseng asing diem aja 🤣🤣🤣🤣,msaid_didu ontak antek osang aseng asing diem
2.007998912121213e+18,"@msaid_didu Jangankan sama presiden AS Trump,sama Mulyono saja takut...",msaid_didu presiden trump mulyono takut
2.007998912121213e+18,@msaid_didu Berharap Diculik saja sama wakil dan kabinet nya sekalian...,msaid_didu berharap diculik wakil kabinet
2.007998912121213e+18,@msaid_didu Sibut tanam sawit.,msaid_didu sibut tanam sawit
2.007998912121213e+18,"@msaid_didu Bingung 
Mungkin belum denger 
Wkwkwkwk",msaid_didu bingung belum denger wkwkwkwk
2.007998912121213e+18,@msaid_didu Lg sibuk nebarin benih sawit pleciden kita.,msaid_didu sibuk nebarin benih sawit pleciden
2.007998912121213e+18,@msaid_didu mitar bisnis,msaid_didu mitar bisnis
2.007998912121213e+18,@msaid_didu Kita ini bangsa yang besar yang dikerdilkan oleh pemimpin2nya.,msaid_didu bangsa dikerdilkan pemimpinnya
2.007998912121213e+18,"@msaid_didu ""saya pengen ktemu erik""",msaid_didu pengen ktemu erik
2.007998912121213e+18,"@msaid_didu Ntar.., lg mikir buat teks.",msaid_didu ntar mikir teks
2.007998912121213e+18,@msaid_didu Ngurus lumpur pak,msaid_didu ngurus lumpur
2.007998912121213e+18,@msaid_didu hmmmm menurut keyakinan saya...,msaid_didu hmmmm keyakinan
2.007998912121213e+18,@msaid_didu .... hidup di thn 2021,msaid_didu hidup thn
2.007998912121213e+18,@msaid_didu https://t.co/P9lBQqXnQl,msaid_didu
2.007998912121213e+18,@msaid_didu Can I meet Erick?,msaid_didu can meet erick
2.007998912121213e+18,@msaid_didu Atut atuh,msaid_didu atut atuh
2.007998912121213e+18,"@msaid_didu omon-omon, macan ompong 🤭",msaid_didu omon omon macan ompong
