full_text_comments,full_text_comments_preprocessed
@P3gEl Rakyat mah memang butuh bgt bantuan. Hanya saja mereka batu aja pemeintahnya,rakyat memang butuh bgt bantuan saja batu pemeintahnya
@P3gEl Marahin aja buk,marahin buk
@P3gEl Tumben kali ini aku sejalan ma malaysia :(,tumben kali sejalan malaysia
"@P3gEl Mampuuuuuuussssss.... Suruh tanggung jawab tuh tito!!!!

Bikin kisruh aja dah pemerintah skrg ini!",mampuuuuuuussssss suruh tanggung jawab tuh tito bikin kisruh dah pemerintah skrg
@P3gEl Tolong maklum dengan para pejabat kami saudaraku.....,tolong maklum para pejabat saudaraku
@P3gEl Maaf kan kami buk.. Itu mentri sebenarnya bagi rakyat nggk terpakai.. Tapi karena.. ... Yeah.. Itu lah.. Bentuknya..,maaf kan buk mentri sebenarnya bagi rakyat nggk terpakai yeah bentuknya
"@P3gEl Pulau andalas gabung Malaysia 
Tolong pak @anwaribrahim",pulau andalas gabung malaysia tolong pak
@P3gEl Marahi menteri yang ga tau diri itu mak cik,marahi menteri tau diri mak cik
@P3gEl Langsung kutuk aja bu jd batu,langsung kutuk batu
"@P3gEl Mending bubar aja ini negara, atau mending gabung Malaysia aja, udah rusak rupanya negara ini",mending bubar negara mending gabung malaysia udah rusak rupanya negara
"@P3gEl Marahin saja Bu
Emang ga tau diri tu pejabat Indonesia",marahin saja emang tau diri pejabat indonesia
@P3gEl Tolong jelaskan @grok menteri siapa uang dimaksud dalam konteks ini,tolong jelaskan menteri siapa uang dimaksud konteks
@P3gEl https://t.co/WNLrQrUWlM,
@P3gEl Kecam aja bu ni negara emang udah gk ketolong gara2 pejabat biadap,kecam negara emang udah ketolong gara pejabat biadap
@P3gEl @grok pemerintah indo ini kena penyakit psikologis apa ya istiliahnya,pemerintah indo kena penyakit psikologis apa istiliahnya
"@P3gEl Hidup di negara dagelan.
Ya harus siap tahan malu, siap berbohong, hrus siap jdi koruptor.",hidup negara dagelan siap tahan malu siap berbohong hrus siap jdi koruptor
@P3gEl pemerintah indonesia muka baja,pemerintah indonesia muka baja
@P3gEl Gilla muka badaak bgt ini indonesia...,gilla muka badaak bgt indonesia
"@P3gEl Indonesia ini bobrok dan bejat moral ,
Jadi mana tahu cara menghormati apalagi berterimakasih",indonesia bobrok bejat moral jadi mana tahu cara menghormati apalagi berterimakasih
"@P3gEl Congor pejabat indo makin kesini makin bau ta*.

Kemampuan ngomong diplomatis nol besar. BACOT SEENAKNYA JIGONG.",congor pejabat indo makin kesini makin bau kemampuan ngomong diplomatis nol besar bacot seenaknya jigong
@P3gEl bantuan apa sponsor teroris khilafah.. 🫩,bantuan apa sponsor teroris khilafah
@P3gEl Kalo bisa sih cambuk aja mulutnya itu menteri indo yg ngomong gt,kalo sih cambuk mulutnya menteri indo ngomong
"@P3gEl harap maklum pejabat Indonesia kebanyakan org"" tolol idiot bodoh tapi rakus",harap maklum pejabat indonesia kebanyakan org tolol idiot bodoh rakus
"@P3gEl Emg gemblung indonesia, pemerintahnya, prabowo, dpr semua dah pokoknya 💩",emg gemblung indonesia pemerintahnya prabowo dpr semua dah pokoknya
@P3gEl PEMERINTAHAN JAWA HAMA TERLALU ANGKUH DENGAN JABATANYA,pemerintahan jawa hama terlalu angkuh jabatanya
@P3gEl Menteri lagi sakit Ba....,menteri sakit
@P3gEl Hidup jokowi... hidup jokowi... sama aja lah,hidup jokowi hidup jokowi sama
@P3gEl tolol aja memang  tu menteri,tolol memang menteri
"@P3gEl @wildanseptyan buat dpr malaysia harap maklum pejabat indonesia itu mayoritas tolol, angkuh dan korup",buat dpr malaysia harap maklum pejabat indonesia mayoritas tolol angkuh korup
@P3gEl Malu dengar komentar menteri yg tak punya adab,malu dengar komentar menteri tak punya adab
"@P3gEl Emg kampret pjabat para parabowo bodo minta ampun , sombongnya selangit pula uuh kesel",emg kampret pjabat para parabowo bodo minta ampun sombongnya selangit pula uuh kesel
"@P3gEl hajar aja dan hina aja mentri indo, serang sosmednya, kami dukung",hajar hina mentri indo serang sosmednya dukung
"@P3gEl Malaysia pasti tahu... Bukan hanya menteri,presidennya pun pasti goblok,",malaysia pasti tahu menteri presidennya pun pasti goblok
"@P3gEl TOTI KARNATAIVAN MEMANG ANAK ANJING...
BASIC NYA POL1S1 JADI MERASA HEBAT....
TAI...💩💩💩",toti karnataivan memang anak anjing basic pols jadi merasa hebat tai
"@P3gEl marahin aja Makcik, emang rada tolol pejabat indo",marahin makcik emang rada tolol pejabat indo
@P3gEl Memang pejabat indonesia itu ga ada otak dan hati.,memang pejabat indonesia otak hati
@P3gEl Marah aja gapapa emang sombong pemerintah indo teh,marah gapapa emang sombong pemerintah indo teh
"@P3gEl Itu benar itu fakta, harga diri pejabatnya sok tinggi",benar fakta harga diri pejabatnya sok tinggi
"@P3gEl Emang kok pak 
Pejabat indo emang gak tau diri semua",emang pak pejabat indo emang tau diri semua
@P3gEl begitulah model pejabat Indon rusak sudah para pejabat dari presiden sampai kabinetnya rusak rusak,begitulah model pejabat indon rusak para pejabat presiden sampai kabinetnya rusak rusak
"@P3gEl gak tau diri, gak tau diuntung, gak tau malu, lupa daratan, lupa ama tuhan",tau diri tau diuntung tau malu lupa daratan lupa ama tuhan
@P3gEl Lambe si titit keluarin suara ga mikir...,lambe titit keluarin suara mikir
@P3gEl Memang pejabat negara ini otaknya sdh ga beres.,memang pejabat negara otaknya sdh beres
"@P3gEl Menteri Indonesia miskin adab, miskin moral.",menteri indonesia miskin adab miskin moral
@P3gEl Mentri2 indonesia sampe bossnya memang ga ada otak..,mentri indonesia sampe bossnya memang otak
@P3gEl Memang goblok si Tito ini tolol,memang goblok tito tolol
"@P3gEl Saya dukung malaysia,.....hajar terus tuh Mendagri Tito.",dukung malaysia hajar terus tuh mendagri tito
@P3gEl Pemerintah negara indonesia memang tolol semua taunya hanya korupsi kerja kagak bisa,pemerintah negara indonesia memang tolol semua taunya korupsi kerja kagak
"@P3gEl Maklumi saja Bu, memang itu bangsat",maklumi saja memang bangsat
@P3gEl @titokarnavian_ bukannya terimakasih. Malah meremehkan...,bukannya terimakasih malah meremehkan
@P3gEl Maaf ya makcik... Orang satu itu memang dungu tak ada otak,maaf makcik orang satu memang dungu tak otak
"@P3gEl Marah lah, kalian berhak marah 😤",marah kalian berhak marah
"@P3gEl Nahhhhh……
Sedar diri dong….",nahhhhh sedar diri
@P3gEl Roti yang sok paling ok padahal dia manusia munafik manusia yang tidak tau diri. Bedebah pokoknya,roti sok paling padahal manusia munafik manusia tau diri bedebah pokoknya
@P3gEl Suruh pada pulang aja tuh TKI yg ada diMalaysia,suruh pulang tuh tki dimalaysia
"@P3gEl naa,,,looo,,",naa looo
"@P3gEl Angkuh? Sombong? Kejam?

SAK atau KAs?",angkuh sombong kejam sak kas
@P3gEl I stand with pejabat Malaysia,stand with pejabat malaysia
@P3gEl Ini akibatnya orang bodoh dan tolol diangkat jadi menteri.,akibatnya orang bodoh tolol diangkat jadi menteri
@P3gEl Emang bener bu pejabat Indonesia memang J@%C0X,emang bener pejabat indonesia memang
"@P3gEl Memang bodoh pejabat Indon, primitif",memang bodoh pejabat indon primitif
@P3gEl @Gerindra gini amat,gini amat
"@P3gEl Marahin bu, emang sembarangan congornya",marahin emang sembarangan congornya
"New data from the Reagan National Defense Survey shows strong consensus across the country: Americans want the United States to lead—and to remain militarily superior.

Ronald Reagan Institute Director @RogerZakheim  joined @MarkLevinShow to discuss why the survey debunks https://t.co/cfESnxBtuK",new data from the reagan national defense survey shows strong consensus across the country americans want the united states lead and remain militarily superior ronald reagan institute director joined discuss why the survey debunks
@P3gEl menteri bego,menteri bego
@P3gEl Betul. Emang gatau diri.,betul emang gatau diri
@P3gEl Akibat oke gas oke gas...,akibat oke gas oke gas
@P3gEl Kalo begini???,kalo begini
@P3gEl Toti Buku Merah ?,toti buku merah
@P3gEl Bu gempur aja bu,gempur
@P3gEl Anjing emang si tito ini🤬,anjing emang tito
@P3gEl Memalukan skli negriku.,memalukan skli negriku
"@P3gEl @prabowo can’t your ministries do their jobs properly?
Talk properly as a professional?…no?
Shame on you and for your whole cabinet. 
What a shameful country lead by shameful government.",can your ministries their jobs properly talk properly professional shame you and for your whole cabinet what shameful country lead shameful government
@P3gEl #TitoAngkuh,titoangkuh
@P3gEl Pejabat indon jahanam memang tak ada otak https://t.co/HzzyODLzxR,pejabat indon jahanam memang tak otak
@P3gEl https://t.co/HkFXPepYl5,
@P3gEl Cocok untuk para pejabatnya dan para politikus korup https://t.co/cA28hcualc,cocok para pejabatnya para politikus korup
@P3gEl Mentrinya dari parcok temul loh.. @prabowo selamat menikmati,mentrinya parcok temul selamat menikmati
@P3gEl Yahlha wong yng 10 m aja dari sesama rakyat di swpwlekan,yahlha wong yng sesama rakyat swpwlekan
"@P3gEl Pak @prabowo  lagi...lagi..dan lagi....
Pripun admin Bu @TitiekSoeharto ????????
Disampaikan belum...??????",pak pripun admin disampaikan
"@P3gEl Palestine vs Israel
Indonesia vs Pemerintah pusat",palestine israel indonesia pemerintah pusat
@P3gEl https://t.co/nmhrxHkxZf,
"@P3gEl Tabok Mak cik,tabok congor mrka!",tabok mak cik tabok congor mrka
@P3gEl @kemendagri,
@P3gEl Trima kasih banyak atas donasinya.. Kami di aceh memang sangat butuh... Urgent.. Kalo mungkin tolong dikabari negara lain utk ikut bantu musibah aceh dan Sumatra.. Trima kasih orang baik.. #salam hormat dari atheh,trima kasih banyak atas donasinya aceh memang sangat butuh urgent kalo mungkin tolong dikabari negara lain utk ikut bantu musibah aceh sumatra trima kasih orang baik salam hormat atheh
@P3gEl https://t.co/HkFXPepYl5,
"@P3gEl perlu diingatkan kepada beliau2 dimalaysia... jgn samakan antara rakyat indonesia dan pejabat tinggi indonesia, mereka sering tdk terhubung sama sekali, tergantung kepentingansi pejabat.. mohon tetaplah membantu🙏🏼🙏🏼🙏🏼",diingatkan kepada beliau dimalaysia jgn samakan antara rakyat indonesia pejabat tinggi indonesia sering tdk terhubung sama sekali tergantung kepentingansi pejabat mohon tetaplah membantu
@P3gEl Saya sbg warga Malaysia memahami situasi kepala pemerintah anda. Bantuan kemanusiaan lebih penting dari pemerintah yang angkuh. Kita serumpun nusantara. Apa yang perlu dibantu kita usahakan bersama. Inshaallah BERSATU KITA TEGUH BERCERAI KITA ROBOH.,sbg warga malaysia memahami situasi kepala pemerintah anda bantuan kemanusiaan lebih penting pemerintah angkuh serumpun nusantara apa dibantu usahakan bersama inshaallah bersatu teguh bercerai roboh
"@P3gEl Masyarakat dunia akan melihat tuntunan bukan sekedar tontonan dari para pejabat pemerintah Indonesia dalam Perkataan dan Perbuatannya dlm menyikapi situasi bencana dan kesulitan yg dialami  rakyatnya sendiri. 

Memalukan,,seakan kita bangsa yg tidak beradab.",masyarakat dunia melihat tuntunan sekedar tontonan para pejabat pemerintah indonesia perkataan perbuatannya dlm menyikapi situasi bencana kesulitan dialami rakyatnya sendiri memalukan seakan bangsa beradab
"@P3gEl Saking beratnya jadi WNI..
Hanya raja jawa yg tdk merasa terbebani dgn kondisi negeri sekarang ini.. https://t.co/VYQy0De5Eu",saking beratnya jadi wni raja jawa tdk merasa terbebani dgn kondisi negeri sekarang
"@P3gEl Maaf ya kak, Presiden, wapres dan pejabat di negeri ini memang gak punya otak semua, mohon dimaklumi",maaf kak presiden wapres pejabat negeri memang punya otak semua mohon dimaklumi
"@P3gEl Maaf ya bu, kami pun sebenanrnya malu dengan sikap pemerintah kami",maaf pun sebenanrnya malu sikap pemerintah
"@P3gEl Nah loh bisa ga sih pak @prabowo  tegur dan kontrol lambe2 pembantu bapak ini memalukan sekali seorang mendagri mengecilkan dan.meremehkan bantuan negara tetangga 
Mau seberapapun yg namanya bantuan  wajib kita terima dgn ucap terima ksh dan rasa syukur bukan membully yg membantu",nah sih pak tegur kontrol lambe pembantu bapak memalukan sekali seorang mendagri mengecilkan meremehkan bantuan negara tetangga seberapapun namanya bantuan wajib terima dgn ucap terima ksh rasa syukur membully membantu
"@P3gEl jgnkan kalian, kita rakyat aja kesel liatnya udh dibantu bknnya trima kasih malah gatau diri",jgnkan kalian rakyat kesel liatnya udh dibantu bknnya trima kasih malah gatau diri
@P3gEl Marahin tuh RI 1 dan penyembahnya yg gak mau nerima bantuan negara lain. Yg butuh bantuan mendesak paling banyak rakyat aceh.,marahin tuh penyembahnya nerima bantuan negara lain butuh bantuan mendesak paling banyak rakyat aceh
"@P3gEl Memang gw rasa @titokarnavian_ omongannya gak pas....  Sekecil apapun gak perlulah meremehkan bantuan pihak luar ....apalagi sampai diungkapkan dipublik

Sekali lagi pola komunikasi team bawahan pak @prabowo cenderung payah  .... 

Tolong mindra @Gerindra utk jadi perbaikan",memang rasa omongannya pas sekecil apapun perlulah meremehkan bantuan pihak luar apalagi sampai diungkapkan dipublik sekali pola komunikasi team bawahan pak cenderung payah tolong mindra utk jadi perbaikan
"@P3gEl Malu jadi jadi rakyat Indonesia, ada negara shabat niat mau bantu nolong, malah dibalas dengan pernyataan angkuh sombong, kurang jahap apa itu",malu jadi jadi rakyat indonesia negara shabat niat bantu nolong malah dibalas pernyataan angkuh sombong kurang jahap apa
"@P3gEl @HusaeniDidi Sok iyeh mampu,,,,, gelondongan kayu z msh berserkan dimana-mana. Sejatinya, ini seharusnya bukan soal harga diri tapi lebih daripada itu; ini soal nyawa &amp; kemanusiaan. Bagaimana, nyawa di negeri ini seperti tiada arti!!! Ya Tuhan,,,,, Hancurkan kedzaliman pr pemimpin negeri ini!",sok iyeh mampu gelondongan kayu msh berserkan dimana mana sejatinya seharusnya soal harga diri lebih daripada soal nyawa amp kemanusiaan bagaimana nyawa negeri tiada arti tuhan hancurkan kedzaliman pemimpin negeri
"@P3gEl Ma Cik , kami sangat berterima kasih untuk kepeduliannya. Tapi kami malu mendengar mendagri yang DONGO.",cik sangat berterima kasih kepeduliannya malu mendengar mendagri dongo
"@P3gEl Niat Malaysia dah elok elok mau bantu saudara serumpunnya di Sumatera. Malah pemerintah tidak menghargai niat baik Malaysia.
Tidak beradab dan MEMALUKAN!!",niat malaysia dah elok elok bantu saudara serumpunnya sumatera malah pemerintah menghargai niat baik malaysia beradab memalukan
"@P3gEl 🙏ibu Malaysia yg thmt,kami rakyat yg tertimba bencana tdk ad yg bercakep utk menolak bantuan negara anda malah kami sangat menghrp bantuan dari negara mn pun,itu yg bercakep pemerintah km Bu, terserah ibu menilai pmrnth km,apkh sombong,km rakyat yg merasakannya bu",ibu malaysia thmt rakyat tertimba bencana tdk bercakep utk menolak bantuan negara anda malah sangat menghrp bantuan negara pun bercakep pemerintah terserah ibu menilai pmrnth apkh sombong rakyat merasakannya
"@P3gEl Buat negara tetangga dan yg sdh membantu,sy ucapkan terimakasih dan beribu2 maaf atas kelakuan pejabat kami, sy mengakui negara kalian wilayahnya tdk separuh dr negara kami,tp kalian maju, ekonominya baik, politiknya sehat, TDK sprt dinegara kami,rapuh,lemah dan bnyk maling",buat negara tetangga sdh membantu ucapkan terimakasih beribu maaf atas kelakuan pejabat mengakui negara kalian wilayahnya tdk separuh negara kalian maju ekonominya baik politiknya sehat tdk sprt dinegara rapuh lemah bnyk maling
"@P3gEl @prabowo menteri nye pd sombong &amp; ngerasa tinggi status sosialnya pd hal hidup Nye aje dr pajak masyarakat, Ade jg menteri yg nyari nafkah nye jd menteri trs. Pinter tp ga berpikir panjang, ga bisa liat dampak nya.
Dr bencana alam sumatera Allah udh nunjukin manusia2 dzalim.",menteri nye sombong amp ngerasa tinggi status sosialnya hal hidup nye aje pajak masyarakat ade menteri nyari nafkah nye menteri trs pinter berpikir panjang liat dampak bencana alam sumatera allah udh nunjukin manusia dzalim
"@P3gEl Kalau gini kita berpihak ke Malaysia, pertanda apa kalau rakyat RI lebih dukung Malaysia daripada para londo ireng",gini berpihak malaysia pertanda apa rakyat lebih dukung malaysia daripada para londo ireng
"@P3gEl Masa Tanggap Darurat Aceh berlanjut hingga 25.12.2025, BKPRMI Aceh Open Donasi [Keg TPA Masjid Pasca Banjir]
Berikut list donasi BKPRMI Aceh via Bank Aceh nomor rekening 01001990000060 atau BSI 7254214803.
 Jumlah kini Rp 10.200.000,-
Tersalurkan  Rp 7.640.000,- https://t.co/aXiyYkal2p",masa tanggap darurat aceh berlanjut hingga bkprmi aceh open donasi keg tpa masjid pasca banjir berikut list donasi bkprmi aceh via bank aceh nomor rekening bsi jumlah kini tersalurkan
"@P3gEl Iya makcik maafkan kami, kali ini kami emang kalah kalau soal pejabatnya 😑",iya makcik maafkan kali emang kalah soal pejabatnya
"@P3gEl Omelin aja Bu, emang bener ko, pejabat Indonesia pada ga ada otak ngomong begitu",omelin emang bener pejabat indonesia otak ngomong begitu
@P3gEl Sabar je nCik cume due eko babi yang menggonggong kami pun tak suke megheke,sabar ncik cume due eko babi menggonggong pun tak suke megheke
"@P3gEl NAH BENAR KAN, DIBANTU ORANG BUKAN TERIMA KASIH MALAH BANDING-BANDINGKAN, BENARLAH KLO DIBIKANG GAK TAU DIRI NEH MENTERI @kemendagri",nah benar kan dibantu orang terima kasih malah banding bandingkan benarlah klo dibikang tau diri neh menteri
"@P3gEl Tito laknat emang, dan pejabat2 lainnya yang menganggap enteng bencana sumatera",tito laknat emang pejabat lainnya menganggap enteng bencana sumatera
@P3gEl @titokarnavian_ bukannya terimakasih. Malah meremehkan...,bukannya terimakasih malah meremehkan
"@P3gEl Kami sebagai rakyat Indonesia, berterimakasih atas bantuan negara tetangga, cuma ternak termul yg tak tahu terimakasih mak CIK🤭🤭🤭",rakyat indonesia berterimakasih atas bantuan negara tetangga cuma ternak termul tak tahu terimakasih mak cik
@P3gEl Maaf Mak cik...kalaupun sy bisa nyantet sy santet mereka jadi tai kucing...sekali lagi maaf ya Mak cik 🙏🙏🙏🙏,maaf mak cik kalaupun nyantet santet jadi tai kucing sekali maaf mak cik
"@P3gEl untung rakyatnya pemaaf dan mudah lupa,. karena kelakuan pejabatnya memang seperti itu,... bentar lagi bubar",untung rakyatnya pemaaf mudah lupa kelakuan pejabatnya memang bentar bubar
@P3gEl Mohon maaf atas kelakuan pejabat indo yang kurang genap akalnya seperti @titokarnavian_,mohon maaf atas kelakuan pejabat indo kurang genap akalnya
@P3gEl Munafiknya Gerindra 🤣 https://t.co/2z6zVNT7Fg,munafiknya gerindra
@P3gEl Malu la ya dpr ri Indonesia terutama partai gerindra haduh haduh,malu dpr indonesia terutama partai gerindra haduh haduh
"@P3gEl Jg lah nulis toti bang(romanisti ini),,,,na klau tito, itu baru jahatnisti,,,😁😁😁",nulis toti bang romanisti klau tito baru jahatnisti
@P3gEl Yang tak tahu diri tu menteri yang cakap besar itulah.,tak tahu diri menteri cakap besar itulah
"@P3gEl Knp ya hampir separo orang nga guna itu kalau mengeluarkan statemen nyelekit dan bikin gaduh termasuk tetangga nya, laksana menolong sapi kecebur sumur!",knp hampir separo orang nga guna mengeluarkan statemen nyelekit bikin gaduh termasuk tetangga laksana menolong sapi kecebur sumur
"@P3gEl Lah kami aja rakyat Indonesia Gedeg liat pejabat apalagi presiden nya,",rakyat indonesia gedeg liat pejabat apalagi presiden
@P3gEl It's your call to be angry. Bahkan kalau gak mau bantu pun tak ada yg berhak protes. Tapi perlu dipertegas bahwa pejabat2 tersebut tidak mewakili WNI( apalagi korban). Bahkan sesama WNI yg membantu korban bencana pun dikecilkan hatinya dipersulit jalannya dalam membantu korban.,your call angry bahkan bantu pun tak berhak protes dipertegas bahwa pejabat tersebut mewakili wni apalagi korban bahkan sesama wni membantu korban bencana pun dikecilkan hatinya dipersulit jalannya membantu korban
@P3gEl Marahi menteri yang ga tau diri itu mak cik,marahi menteri tau diri mak cik
@P3gEl Saatnya bersatu dengan Malaysia melawan rezim 😅,saatnya bersatu malaysia melawan rezim
"@P3gEl Cukup rendahkan wargamu aja, pak. Jangan negara lain direndahkan jg
Negara asing wegah bantu nanti kalo dinyinyirin terus
Mau cari musuh kah 😤",cukup rendahkan wargamu pak jangan negara lain direndahkan negara asing wegah bantu nanti kalo dinyinyirin terus cari musuh kah
@P3gEl @prabowo kira2 ngerti bahasa melayu malaysia bang @P3gEl,kira ngerti bahasa melayu malaysia bang
"@P3gEl Sikap seorang pejabat negara setingkat menteri sangat merendahkan, tolong dispil kira2 dia sudah beri sumbangan belum 🤨🤨🤨",sikap seorang pejabat negara setingkat menteri sangat merendahkan tolong dispil kira beri sumbangan
@P3gEl @kemendagri sampaikan ke Tito,sampaikan tito
@P3gEl tito...tito....emang lu...buat orang lain susah aja...,tito tito emang buat orang lain susah
@P3gEl Rakyat mah memang butuh bgt bantuan. Hanya saja mereka batu aja pemeintahnya,rakyat memang butuh bgt bantuan saja batu pemeintahnya
"@P3gEl Marahin saja Bu
Emang ga tau diri tu pejabat Indonesia",marahin saja emang tau diri pejabat indonesia
@P3gEl Kali ini gue setuju Dik Malay 👍,kali setuju dik malay
@P3gEl Ramaikam Tito Karnavi angkuh #TitoAngkuh,ramaikam tito karnavi angkuh titoangkuh
@P3gEl Maaf yah poliTIKUS kami memang anjing babi. Otak testis semua. Kalau orang Indonesia nya sebagian besar berterima kasih dan menghargai penuh atas bantuan nya🙏,maaf yah politikus memang anjing babi otak testis semua orang indonesia sebagian besar berterima kasih menghargai penuh atas bantuan
@P3gEl Memang Betul.,memang betul
@P3gEl Marahin aja tu Bu. Gatau terimakasih 😤,marahin gatau terimakasih
"@P3gEl Sebagai rakyat Malaysia kami sangat rasa tersingung dan tidak dihargai, ngak apa, lain kali kami tak usah bantu lagi @P3gEI",rakyat malaysia sangat rasa tersingung dihargai ngak apa lain kali tak usah bantu
@P3gEl Ralat yg ga tau diri itu penguasanya kak,ralat tau diri penguasanya kak
@P3gEl Lama-lama dibenci semua negara SEA karena pemerintah kita banyak tingkah😔,lama lama dibenci semua negara sea pemerintah banyak tingkah
@P3gEl Kami rakyat Indonesia minta maaf kepada saudara kami di Malaysia atas ucapan dan prilaku yang buruk yg di lakukan mentri indonesia,rakyat indonesia minta maaf kepada saudara malaysia atas ucapan prilaku buruk lakukan mentri indonesia
"@P3gEl Di Indonesia itu berlaku cashback 50%,.. kalau tidak pejabat ya bakal melecehkan pemberi bantuan,...😁😁🤣🤣🤣",indonesia berlaku cashback pejabat bakal melecehkan pemberi bantuan
@P3gEl Kami pun malu punya pejabat seperti mereka. Pejabat Indo Ada lah bencana nasional bagi rakyat nya,pun malu punya pejabat pejabat indo bencana nasional bagi rakyat
"@P3gEl Emang di Indonesia ada pemerintahan ya? Baru tau aku dari negara Malaysia.
Kirain ga ada...😂",emang indonesia pemerintahan baru tau negara malaysia kirain
@P3gEl kaaan....lu denger ini woiiii @titokarnavian_ akibat tidak bisa menjaga lisanmu. 😠menghargai saja tidak bisa...,kaaan denger woiiii akibat menjaga lisanmu menghargai saja
"@P3gEl Toti eks AS Roma ?
🤣🤣",toti eks roma
@P3gEl sumpah malu bgt😭,sumpah malu bgt
"@P3gEl Apakah karena Malaysia belum ijin dulu ke kemsos gua ipul dan bayar pajak dulu (bea cukai) 
😤😤😤😤😤😤😤😤",apakah malaysia ijin dulu kemsos ipul bayar pajak dulu bea cukai
@P3gEl lha lapo ga jupuk neh ae🤣,lha lapo jupuk neh
"@P3gEl marahin buk nlmarahi, saya sebagai rakyat juga adah capek marah sama pemerintah di konoha ini",marahin buk nlmarahi rakyat adah capek marah sama pemerintah konoha
@P3gEl Kan asal mangap tu maren dapat protes dari Malaysia 😊🤭,kan asal mangap maren dapat protes malaysia
"@P3gEl Dan pelayan masyarakat macam tito gak hanya 1, tapi ada ratusan di negeri para bedebah ini.",pelayan masyarakat macam tito ratusan negeri para bedebah
"@P3gEl Dengan begini, dunia akan tau bhw negeri ini sdg dikuasai penjahat yg hanya memikirkan diri mereka sendiri. Biar penguasa tau bhw mereka telah menjadi musuh bersama, tidak hanya rakyat negeri ini saja",begini dunia tau bhw negeri sdg dikuasai penjahat memikirkan diri sendiri biar penguasa tau bhw telah menjadi musuh bersama rakyat negeri saja
@P3gEl 1 musuh dalam selimut terdekteksi..,musuh selimut terdekteksi
"@P3gEl Dibantu aja ga tau diri,sok2an jaga harga diri...",dibantu tau diri sokan jaga harga diri
@P3gEl Mental bansos kita..jadi susah.,mental bansos jadi susah
@P3gEl 👋👋👋👋👍🏼👍🏼👍🏼,
@P3gEl Begitulah pejabat konoha cik...kami pun kesal lah..,begitulah pejabat konoha cik pun kesal
"@P3gEl andaikan itu terjadi sebaliknya, pasti DPR/rakyat Indonesia juga marah...",andaikan terjadi sebaliknya pasti dpr rakyat indonesia marah
@P3gEl Hidup jokowi... hidup jokowi... sama aja lah,hidup jokowi hidup jokowi sama
@P3gEl Memang pejabat indonesia itu ga ada otak dan hati.,memang pejabat indonesia otak hati
"@P3gEl naa,,,looo,,",naa looo
"@P3gEl @wildanseptyan buat dpr malaysia harap maklum pejabat indonesia itu mayoritas tolol, angkuh dan korup",buat dpr malaysia harap maklum pejabat indonesia mayoritas tolol angkuh korup
@P3gEl Pemerintah negara indonesia memang tolol semua taunya hanya korupsi kerja kagak bisa,pemerintah negara indonesia memang tolol semua taunya korupsi kerja kagak
@P3gEl Pejabat indon jahanam memang tak ada otak https://t.co/HzzyODLzxR,pejabat indon jahanam memang tak otak
@P3gEl @Gerindra gini amat,gini amat
@P3gEl Gilla muka badaak bgt ini indonesia...,gilla muka badaak bgt indonesia
"@P3gEl Menteri Indonesia miskin adab, miskin moral.",menteri indonesia miskin adab miskin moral
"@P3gEl Tabok Mak cik,tabok congor mrka!",tabok mak cik tabok congor mrka
"@P3gEl TOTI KARNATAIVAN MEMANG ANAK ANJING...
BASIC NYA POL1S1 JADI MERASA HEBAT....
TAI...💩💩💩",toti karnataivan memang anak anjing basic pols jadi merasa hebat tai
@P3gEl Maafkan...🙏 https://t.co/Gjo0NBJYi5,maafkan
@P3gEl Suruh pada pulang aja tuh TKI yg ada diMalaysia,suruh pulang tuh tki dimalaysia
@P3gEl Marah aja gapapa emang sombong pemerintah indo teh,marah gapapa emang sombong pemerintah indo teh
@P3gEl Yahlha wong yng 10 m aja dari sesama rakyat di swpwlekan,yahlha wong yng sesama rakyat swpwlekan
@P3gEl Emang bener bu pejabat Indonesia memang J@%C0X,emang bener pejabat indonesia memang
"@P3gEl @prabowo can’t your ministries do their jobs properly?
Talk properly as a professional?…no?
Shame on you and for your whole cabinet. 
What a shameful country lead by shameful government.",can your ministries their jobs properly talk properly professional shame you and for your whole cabinet what shameful country lead shameful government
"@P3gEl gak tau diri, gak tau diuntung, gak tau malu, lupa daratan, lupa ama tuhan",tau diri tau diuntung tau malu lupa daratan lupa ama tuhan
@P3gEl #TitoAngkuh,titoangkuh
@P3gEl Kalo begini???,kalo begini
"@P3gEl Palestine vs Israel
Indonesia vs Pemerintah pusat",palestine israel indonesia pemerintah pusat
"@P3gEl Angkuh? Sombong? Kejam?

SAK atau KAs?",angkuh sombong kejam sak kas
@P3gEl Mgkn lbh baik dlm uang,mgkn lbh baik dlm uang
@P3gEl Pejabat Konoha 😳🫣,pejabat konoha
@P3gEl Toti Buku Merah ?,toti buku merah
@P3gEl Maaf. Pemerintah indo sekarang lagi mode setan 🙏,maaf pemerintah indo sekarang mode setan
@P3gEl btw tito tidak mewakili suara hati saya sebagai warga Indonesia ya 😁,btw tito mewakili suara hati warga indonesia
@P3gEl https://t.co/CP3z5olTuI,
@P3gEl Kami sebagai rakyat Sumatra sangat berterima kasih kepada ncik dan puan atas bantuan yg telah diberikan. Dan kami juga meminta maaf atas ucapan dari penghuni zoo di negara kami ini yg memang seharus nya mereka disuntik mati,rakyat sumatra sangat berterima kasih kepada ncik puan atas bantuan telah diberikan meminta maaf atas ucapan penghuni zoo negara memang seharus disuntik mati
